iter	RMSE
0	0.006756036414
1	0.006620913076
2	0.006482005021
3	0.006336348102
4	0.006215368589
5	0.006082894647
6	0.005953086647
7	0.005838273876
8	0.005722544659
9	0.005623032973
10	0.005516256062
11	0.005420365289
12	0.005320243589
13	0.005226186123
14	0.005140624304
15	0.005069076402
16	0.004996615234
17	0.004928304409
18	0.004862184778
19	0.004798467556
20	0.004735699197
21	0.004688662072
22	0.004633519017
23	0.00458095908
24	0.004532939672
25	0.004485104618
26	0.004437742637
27	0.004402705823
28	0.004363053254
29	0.004320444337
30	0.004289867698
31	0.004242782244
32	0.004204022614
33	0.004172413003
34	0.004145801841
35	0.004112870029
36	0.00408211773
37	0.004054584041
38	0.004031051736
39	0.004004659655
40	0.003980944322
41	0.003959059202
42	0.003936648018
43	0.003920745074
44	0.003898510823
45	0.003883254678
46	0.003861544529
47	0.00384437262
48	0.003827111326
49	0.003801374783
50	0.003788582171
51	0.003773602478
52	0.00375618474
53	0.003742526954
54	0.003731820531
55	0.003716841549
56	0.003700680217
57	0.003688449051
58	0.003676740859
59	0.003664448105
60	0.003653179631
61	0.003641663433
62	0.003627342953
63	0.003612000774
64	0.003605649293
65	0.003597030574
66	0.003589772849
67	0.003578092643
68	0.003565505801
69	0.003557253783
70	0.003546637319
71	0.003540334361
72	0.003534701224
73	0.003526508348
74	0.003520022862
75	0.003514475807
76	0.003509366344
77	0.003502711631
78	0.003497680921
79	0.003487862967
80	0.003481000463
81	0.003474852026
82	0.003468594982
83	0.003460113759
84	0.003448324561
85	0.00344462584
86	0.003437161437
87	0.003432243606
88	0.003427651481
89	0.00341970132
90	0.003405525782
91	0.003400350356
92	0.003394411302
93	0.003387612465
94	0.003382370765
95	0.003377498782
96	0.003368550704
97	0.003364538587
98	0.003360929085
99	0.003353416544
100	0.003348490522
101	0.00334196328
102	0.003333716221
103	0.00332649676
104	0.003322330784
105	0.003318310676
106	0.003314249292
107	0.003309954804
108	0.003302734921
109	0.003296598153
110	0.00329346154
111	0.00328966655
112	0.003285410477
113	0.003281248429
114	0.003275260699
115	0.003267861518
116	0.003265185791
117	0.003258370688
118	0.00325037255
119	0.003245738635
120	0.003242107637
121	0.003235726303
122	0.003230132369
123	0.00322528958
124	0.00322233235
125	0.003216071095
126	0.003210759991
127	0.003206068741
128	0.003201917021
129	0.003199498619
130	0.003194997359
131	0.003192618977
132	0.003188273508
133	0.00317869906
134	0.003173804829
135	0.003170213576
136	0.003164267319
137	0.003159446146
138	0.003155192093
139	0.003150628981
140	0.003146595124
141	0.003141667145
142	0.003136990614
143	0.003130890834
144	0.003123558057
145	0.003121159045
146	0.003116917272
147	0.003114021606
148	0.003107864772
149	0.003105422596
150	0.003103191116
151	0.003095964704
152	0.00309328225
153	0.003090800085
154	0.003088604802
155	0.003082921477
156	0.003079635606
157	0.00307472035
158	0.003069635904
159	0.003065622874
160	0.003061691912
